Src,EqId,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,b000a8j4,?,"Wednesday, June 06, 2012 14:04:16 UTC",51.7294,96.0584,5.1,17.81,?,"40km NE of Saryg-Sep, Russia"
ci,15160017,?,"Wednesday, June 06, 2012 12:17:53 UTC",32.186,-115.2013,2.7,5.1,?,"5km SSW of Alberto Oviedo Mota, Mexico"
us,b000a8hk,?,"Wednesday, June 06, 2012 11:40:03 UTC",-20.0874,-178.0289,4.5,528.61,?,"93km NE of Ndoi Island, Fiji"
pr,12158001,?,"Wednesday, June 06, 2012 11:16:40 UTC",18.426,-67.0719,2.7,112,?,"2km SSW of Aceitunas, Puerto Rico"
ak,10487591,?,"Wednesday, June 06, 2012 10:17:04 UTC",62.4911,-148.2428,2.8,5.4,?,"83km NNE of Sutton-Alpine, Alaska"
us,b000a8g0,?,"Wednesday, June 06, 2012 09:35:34 UTC",-27.4088,-63.362,4.4,573.94,?,"44km SSW of El Hoyo, Argentina"
us,b000a8dy,?,"Wednesday, June 06, 2012 08:15:47 UTC",17.4881,-101.0067,4.3,42.32,?,"27km E of Petatlan, Mexico"
us,b000a8ii,?,"Wednesday, June 06, 2012 07:58:13 UTC",54.151,-10.904,4,3,?,"94km NW of Clifden, Ireland"
us,b000a8dq,?,"Wednesday, June 06, 2012 07:55:51 UTC",18.7445,145.4521,4.6,245.95,?,"22km W of Agrihan, Northern Mariana Islands"
us,b000a89z,?,"Wednesday, June 06, 2012 04:08:31 UTC",44.434,12.354,4.5,10,?,"12km E of Ravenna, Italy"
pr,12158000,?,"Wednesday, June 06, 2012 03:43:54 UTC",19.2373,-67.1484,2.9,27,?,"82km N of Isabela, Puerto Rico"
us,b000a88x,?,"Wednesday, June 06, 2012 02:24:47 UTC",-10.7354,161.3651,5,33.3,?,"68km WSW of Kirakira, Solomon Islands"
ci,15159921,?,"Wednesday, June 06, 2012 01:31:41 UTC",35.7902,-116.2713,3,11.4,?,"53km SSW of Pahrump, Nevada"
us,b000a87y,?,"Wednesday, June 06, 2012 01:08:33 UTC",22.3864,121.4447,5.5,8.01,?,"51km SE of Taitung City, Taiwan"
nc,71797341,?,"Wednesday, June 06, 2012 00:02:13 UTC",36.2813,-120.8602,2.6,9.6,?,"25km ENE of King City, California"
ak,10487249,?,"Tuesday, June 05, 2012 23:49:32 UTC",58.6928,-150.2572,3.1,0.2,?,"129km SE of Homer, Alaska"
us,b000a85n,?,"Tuesday, June 05, 2012 23:22:59 UTC",-18.7047,168.9611,5,226.82,?,"98km NNW of Isangel, Vanuatu"
us,b000a85b,?,"Tuesday, June 05, 2012 23:08:16 UTC",-58.0174,-25.6006,4.7,71.25,?,"125km NNE of Bristol Island, Antarctica"
us,b000a856,?,"Tuesday, June 05, 2012 23:05:47 UTC",48.2281,154.318,4.5,77.16,?,"Kuril Islands"
hv,60356086,?,"Tuesday, June 05, 2012 20:42:07 UTC",19.3628,-155.2123,2.7,13.6,?,"7km SSE of Volcano, Hawaii"
ci,15159809,?,"Tuesday, June 05, 2012 20:18:14 UTC",32.125,-115.7232,2.9,6,?,"52km SSW of Progreso, Mexico"
hv,60355991,?,"Tuesday, June 05, 2012 20:05:07 UTC",20.1627,-155.5673,3.2,39.9,?,"13km NW of Honoka'a, Hawaii"
hv,60355981,?,"Tuesday, June 05, 2012 19:53:57 UTC",19.3925,-155.2507,3,2.8,?,"4km SSW of Volcano, Hawaii"
us,b000a7vg,?,"Tuesday, June 05, 2012 19:31:34 UTC",34.9517,141.1781,5.8,17.2,?,"79km ESE of Ohara, Japan"
nc,71797161,?,"Tuesday, June 05, 2012 17:28:12 UTC",40.4017,-124.6468,2.6,23.7,?,"37km WSW of Ferndale, California"
ak,10486882,?,"Tuesday, June 05, 2012 17:27:06 UTC",61.4915,-151.8176,2.5,89.7,?,"93km NNW of Nikiski, Alaska"
pr,12157007,?,"Tuesday, June 05, 2012 16:51:52 UTC",18.572,-65.5975,2.6,27.6,?,"25km NNE of Luquillo, Puerto Rico"
us,2012blau,?,"Tuesday, June 05, 2012 16:29:48 UTC",41.4915,46.7869,4.2,38.3,?,"10km WNW of Cinarli, Azerbaijan"
ak,10486810,?,"Tuesday, June 05, 2012 14:22:38 UTC",60.3927,-150.9256,2.7,12.3,?,"12km SE of Soldotna, Alaska"
pr,12157008,?,"Tuesday, June 05, 2012 13:55:04 UTC",18.4004,-64.1364,2.9,83,?,"50km E of Road Town, British Virgin Islands"
hv,60355881,?,"Tuesday, June 05, 2012 12:58:00 UTC",19.3428,-155.2725,2.8,0.1,?,"10km SSW of Volcano, Hawaii"
ak,10486795,?,"Tuesday, June 05, 2012 12:48:44 UTC",51.7418,-173.1281,2.5,23.1,?,"89km SE of Atka, Alaska"
hv,60355866,?,"Tuesday, June 05, 2012 12:43:29 UTC",19.344,-155.283,3.6,1,?,"10km SSW of Volcano, Hawaii"
pr,12157005,?,"Tuesday, June 05, 2012 11:33:04 UTC",19.096,-67.4629,2.6,25.8,?,"77km NNW of San Antonio, Puerto Rico"
nc,71796996,?,"Tuesday, June 05, 2012 11:32:16 UTC",37.6863,-123.0002,2.8,6.9,?,"37km SW of Bolinas, California"
pr,12157006,?,"Tuesday, June 05, 2012 11:30:13 UTC",18.582,-66.805,2.8,13.4,?,"10km NNE of Hatillo, Puerto Rico"
ak,10486753,?,"Tuesday, June 05, 2012 11:19:36 UTC",62.402,-152.6723,4,7.2,?,"132km W of Talkeetna, Alaska"
us,b000a7cm,?,"Tuesday, June 05, 2012 11:01:17 UTC",5.4525,94.6497,5.6,36.39,?,"75km W of Banda Aceh, Indonesia"
hv,60355796,?,"Tuesday, June 05, 2012 10:10:42 UTC",19.3637,-155.211,2.9,3.1,?,"7km SSE of Volcano, Hawaii"
us,b000a7bf,?,"Tuesday, June 05, 2012 09:56:30 UTC",24.1507,122.2857,4.6,36.97,?,"66km SE of Su'ao, Taiwan"
pr,12157004,?,"Tuesday, June 05, 2012 07:52:27 UTC",19.1459,-64.661,2.8,52.4,?,"80km N of Road Town, British Virgin Islands"
us,b000a78w,?,"Tuesday, June 05, 2012 07:47:08 UTC",38.2601,-30.562,4.9,9.96,?,"140km SSE of Santa Cruz das Flores, Portugal"
us,b000a78q,?,"Tuesday, June 05, 2012 07:32:48 UTC",-0.7971,133.3602,4.7,34.44,?,"80km W of Manokwari, Indonesia"
us,b000a78c,?,"Tuesday, June 05, 2012 07:20:52 UTC",-18.1508,168.2656,5.2,80.48,?,"46km S of Port-Vila, Vanuatu"
ak,10486665,?,"Tuesday, June 05, 2012 06:24:36 UTC",61.586,-151.87,2.6,85.7,?,"98km W of Willow, Alaska"
pr,12157003,?,"Tuesday, June 05, 2012 06:19:05 UTC",18.836,-64.318,3.1,42.6,?,"56km NE of Road Town, British Virgin Islands"
ci,15159441,?,"Tuesday, June 05, 2012 05:49:07 UTC",32.1123,-115.7403,3,12.6,?,"53km SSW of Progreso, Mexico"
us,b000a76d,?,"Tuesday, June 05, 2012 05:13:17 UTC",13.9519,-91.0168,4.3,74.46,?,"14km SSE of La Gomera, Guatemala"
pr,12157002,?,"Tuesday, June 05, 2012 03:33:32 UTC",19.6994,-64.2051,3.4,38.3,?,"148km NNE of Road Town, British Virgin Islands"
us,b000a756,?,"Tuesday, June 05, 2012 03:24:54 UTC",14.8074,-92.6628,4.3,79.95,?,"23km WSW of Mazatan, Mexico"
pr,12157000,?,"Tuesday, June 05, 2012 02:42:46 UTC",18.059,-66.7145,2.8,48.6,?,"0km ENE of Penuelas, Puerto Rico"
pr,12157001,?,"Tuesday, June 05, 2012 02:40:32 UTC",18.059,-66.7145,2.6,15.6,?,"0km ENE of Penuelas, Puerto Rico"
hv,60355556,?,"Tuesday, June 05, 2012 02:25:32 UTC",19.3385,-155.2758,2.9,0.3,?,"10km SSW of Volcano, Hawaii"
us,b000a73n,?,"Tuesday, June 05, 2012 02:07:05 UTC",48.458,154.4224,4.5,62.6,?,"275km SSW of Severo-Kuril'sk, Russia"
us,b000a73w,?,"Tuesday, June 05, 2012 01:50:00 UTC",14.2177,145.3768,4.9,118.37,?,"20km ENE of Rota, Northern Mariana Islands"
hv,60355486,?,"Tuesday, June 05, 2012 01:23:10 UTC",19.3397,-155.2828,3.5,1,?,"11km SSW of Volcano, Hawaii"
us,b000a71t,?,"Tuesday, June 05, 2012 00:35:26 UTC",13.5131,-44.8761,5.1,10.04,?,"Northern Mid-Atlantic Ridge"
pr,12156005,?,"Monday, June 04, 2012 22:55:07 UTC",18.0531,-66.6796,2.5,16.5,?,"2km E of Tallaboa Alta, Puerto Rico"
us,b000a6tu,?,"Monday, June 04, 2012 20:38:28 UTC",24.1792,122.2471,4.9,51.12,?,"61km SE of Su'ao, Taiwan"
ak,10486277,?,"Monday, June 04, 2012 18:55:30 UTC",60.1848,-152.7658,2.8,206.4,?,"33km S of Redoubt Volcano, Alaska"
pr,12156004,?,"Monday, June 04, 2012 17:53:21 UTC",18.5918,-68.2328,3.1,137.3,?,"18km E of Punta Cana, Dominican Republic"
us,b000a6k1,?,"Monday, June 04, 2012 16:40:03 UTC",-0.6816,127.6704,5,34.94,?,"74km N of Laiwui, Indonesia"
us,2012bkat,?,"Monday, June 04, 2012 16:11:28 UTC",-9.2326,118.4039,4.3,91.9,?,"57km SSW of Tolotangga, Indonesia"
ak,10486160,?,"Monday, June 04, 2012 14:34:51 UTC",58.9795,-152.3496,3.1,82.6,?,"86km SSW of Homer, Alaska"
us,2012bkar,?,"Monday, June 04, 2012 14:19:56 UTC",36.941,28.2425,4.4,33,?,"9km NNW of Marmaris, Turkey"
us,b000a6fk,?,"Monday, June 04, 2012 14:18:51 UTC",-15.3197,-177.904,5.3,9.19,?,"116km SSE of Sigave, Wallis and Futuna"
ci,15159145,?,"Monday, June 04, 2012 12:54:13 UTC",32.5317,-115.6382,2.9,13.5,?,"7km SW of Progreso, Mexico"
ak,10486123,?,"Monday, June 04, 2012 12:38:53 UTC",56.9843,-155.2992,3.7,59.4,?,"100km SW of Larsen Bay, Alaska"
hv,60354791,?,"Monday, June 04, 2012 12:15:44 UTC",19.2728,-155.1198,2.7,45.9,?,"21km SE of Volcano, Hawaii"
us,b000a6bc,?,"Monday, June 04, 2012 11:18:15 UTC",-7.6709,106.4179,5.9,67.22,?,"35km SSW of Cibungur, Indonesia"
hv,60354776,?,"Monday, June 04, 2012 10:55:41 UTC",18.9705,-155.4978,3.5,37,?,"26km S of Pahala, Hawaii"
ak,10486083,?,"Monday, June 04, 2012 09:58:08 UTC",62.6358,-149.5738,3.3,59.7,?,"44km NE of Talkeetna, Alaska"
ak,10486067,?,"Monday, June 04, 2012 08:42:54 UTC",51.2939,-177.7221,3.2,21.2,?,"71km SSE of Tanaga Volcano, Alaska"
us,b000a693,?,"Monday, June 04, 2012 08:33:16 UTC",5.4553,-82.3868,4.6,9.97,?,"289km S of Punta de Burica, Panama"
pr,12156003,?,"Monday, June 04, 2012 07:40:35 UTC",19.0522,-65.1184,3.4,95.7,?,"81km NNW of Charlotte Amalie, U.S. Virgin Islands"
us,b000a684,?,"Monday, June 04, 2012 06:51:05 UTC",32.2561,130.8408,4.7,45.07,?,"9km ENE of Hitoyoshi, Japan"
pr,12156002,?,"Monday, June 04, 2012 06:14:36 UTC",17.9899,-64.9619,3,10.4,?,"38km NW of Christiansted, U.S Virgin Islands"
us,b000a67l,?,"Monday, June 04, 2012 05:12:02 UTC",13.8299,-90.812,4.7,98.31,?,"10km S of Puerto San Jose, Guatemala"
ak,10486023,?,"Monday, June 04, 2012 04:56:48 UTC",61.8851,-141.4047,2.6,0,?,"165km ENE of Chitina, Alaska"
pr,12156001,?,"Monday, June 04, 2012 04:39:58 UTC",18.3353,-67.9675,3.1,98.5,?,"53km ESE of Punta Cana, Dominican Republic"
nc,71796046,?,"Monday, June 04, 2012 03:33:48 UTC",37.4828,-118.8093,2.5,9.4,?,"23km SE of Mammoth Lakes, California"
pr,12156000,?,"Monday, June 04, 2012 03:15:34 UTC",18.6089,-66.9889,2.6,19.7,?,"12km NNE of Isabela, Puerto Rico"
us,b000a66u,?,"Monday, June 04, 2012 03:15:24 UTC",5.5072,-82.4566,6.4,5.93,?,"283km S of Punta de Burica, Panama"
us,b000a664,?,"Monday, June 04, 2012 00:45:15 UTC",5.2865,-82.5799,6.2,9.71,?,"South of Panama"
us,b000a65u,?,"Monday, June 04, 2012 00:15:42 UTC",-21.7154,169.1131,5,32.38,?,"128km E of Tadine, New Caledonia"
us,b000a64r,?,"Sunday, June 03, 2012 23:19:19 UTC",35.7602,79.4556,4.3,65.06,?,"148km S of Layka, China"
us,b000a632,?,"Sunday, June 03, 2012 21:00:58 UTC",-60.4958,-25.6861,5.3,31.24,?,"169km SSE of Bristol Island, Antarctica"
ak,10485909,?,"Sunday, June 03, 2012 20:23:41 UTC",53.631,-166.934,2.8,8.8,?,"37km SW of Unalaska, Alaska"
nc,71795781,?,"Sunday, June 03, 2012 19:55:51 UTC",36.593,-121.1278,2.6,11.7,?,"25km NE of Soledad, California"
nc,71795776,?,"Sunday, June 03, 2012 19:52:41 UTC",40.2862,-124.4818,2.6,21.2,?,"37km SSW of Ferndale, California"
us,b000a61j,?,"Sunday, June 03, 2012 19:20:43 UTC",44.9394,11.0229,4.8,5.97,?,"3km SSW of San Giacomo delle Segnate, Italy"
us,b000a61f,?,"Sunday, June 03, 2012 19:11:25 UTC",-24.1108,-70.1978,4.7,26.2,?,"55km SSE of Antofagasta, Chile"
ak,10485871,?,"Sunday, June 03, 2012 18:48:20 UTC",59.5894,-146.3169,2.9,9.8,?,"17km N of Middleton Island, Alaska"
nc,71795731,?,"Sunday, June 03, 2012 17:31:37 UTC",37.2613,-121.6357,3.5,8.5,?,"14km N of Morgan Hill, California"
us,b000a5zr,?,"Sunday, June 03, 2012 17:06:05 UTC",41.1087,139.9612,4.3,162.48,?,"49km NW of Kizukuri, Japan"
us,2012bja6,?,"Sunday, June 03, 2012 16:44:24 UTC",36.5788,138.4169,4.2,167.8,?,"11km SE of Suzaka, Japan"
nc,71795686,?,"Sunday, June 03, 2012 15:04:40 UTC",40.2437,-121.1823,3,0.1,?,"8km SSE of Chester, California"
us,2012bja5,?,"Sunday, June 03, 2012 14:57:32 UTC",36.5378,5.2295,4,10,?,"23km E of Barbacha, Algeria"
us,b000a5yb,?,"Sunday, June 03, 2012 14:51:26 UTC",-21.9576,-179.3288,4.6,574.76,?,"158km SSW of Ndoi Island, Fiji"
us,2012bja4,?,"Sunday, June 03, 2012 14:36:53 UTC",-3.8112,-102.9832,4.7,10,?,"Central East Pacific Rise"
us,b000a5xd,?,"Sunday, June 03, 2012 13:51:46 UTC",6.7733,123.8618,4.6,591.93,?,"17km W of Gadung, Philippines"
ak,10485783,?,"Sunday, June 03, 2012 13:45:42 UTC",51.1429,176.5898,3.3,45.3,?,"127km SSW of Kiska Volcano, Alaska"
us,b000a5wd,?,"Sunday, June 03, 2012 11:54:31 UTC",3.3875,-82.8265,4.7,10.47,?,"South of Panama"
us,b000a5w3,?,"Sunday, June 03, 2012 11:39:23 UTC",-21.4067,-68.0734,5,98.97,?,"147km NE of Calama, Chile"
ak,10485752,?,"Sunday, June 03, 2012 11:17:04 UTC",52.5196,-166.886,2.7,34.3,?,"141km ESE of Nikolski, Alaska"
us,b000a7jh,?,"Sunday, June 03, 2012 11:14:48 UTC",-16.1468,67.3217,5.5,10.03,?,"Mid-Indian Ridge"
us,b000a5vp,?,"Sunday, June 03, 2012 10:49:42 UTC",35.9247,99.8955,4.5,16.62,?,"10km WNW of Heka, China"
us,b000a5uf,?,"Sunday, June 03, 2012 08:21:49 UTC",-26.5595,-63.4445,4,574.66,?,"56km NNW of El Hoyo, Argentina"
ak,10488032,?,"Sunday, June 03, 2012 07:49:29 UTC",52.2349,179.9393,2.6,165.3,?,"39km NE of Semisopochnoi Island, Alaska"
us,b000a5ty,?,"Sunday, June 03, 2012 06:47:28 UTC",-43.5342,172.8799,4.2,10.37,?,"19km E of Christchurch, New Zealand"
nc,71795396,?,"Sunday, June 03, 2012 04:27:08 UTC",35.7957,-120.3512,2.6,10.7,?,"15km N of Shandon, California"
pr,12155000,?,"Sunday, June 03, 2012 04:11:03 UTC",18.2719,-68.3119,3.1,105.9,?,"33km ESE of Boca de Yuma, Dominican Republic"
us,b000a5st,?,"Sunday, June 03, 2012 04:07:08 UTC",40.2074,141.8827,4.6,40.4,?,"45km SE of Hachinohe, Japan"
ak,10488020,?,"Sunday, June 03, 2012 03:19:39 UTC",52.5063,-169.9964,2.6,4.8,?,"49km ESE of Yunaska Island, Alaska"
ak,10488017,?,"Sunday, June 03, 2012 03:17:20 UTC",52.5224,-170.1828,2.8,4.9,?,"36km ESE of Yunaska Island, Alaska"
ak,10485661,?,"Sunday, June 03, 2012 02:59:21 UTC",51.2918,-177.0286,3.4,20.4,?,"70km SSW of Adak, Alaska"
